ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,NOM,MPC,SLOC,AHF,MIF,AIF,CF,MHF,PF,CC,LOC,NNL,MI
org.thymeleaf.standard.expression.AdditionSubtractionExpression,5.0,4.0,2.0,9.0,9.0,8.0,4.0,12.0,35.0,118.0,0.0,0.375,0.0,0.25,,21.0,0.9375,0.0,
org.thymeleaf.standard.expression.AndExpression,7.0,4.0,0.0,13.0,21.0,17.0,6.0,17.0,53.0,143.0,0.0,0.2381,2.0,0.0,,18.2857,0.9167,1.0,
org.thymeleaf.standard.expression.Assignation,5.0,1.0,0.0,8.0,12.0,0.0,5.0,6.0,36.0,74.0,2.0,0.6,0.0,0.0,,13.2,0.5833,2.0,
org.thymeleaf.standard.expression.AssignationSequence,6.0,1.0,0.0,8.0,17.0,0.0,6.0,7.0,34.0,73.0,0.0,0.5833,0.0,0.0,,10.8333,0.6,2.0,
org.thymeleaf.standard.expression.AssignationUtils,5.0,1.0,0.0,19.0,35.0,10.0,5.0,16.0,127.0,321.0,0.0,0.4,0.0,0.4,,63.2,2.0,2.0,
org.thymeleaf.standard.expression.BinaryOperationExpression,6.0,3.0,6.0,15.0,29.0,5.0,6.0,17.0,126.0,345.0,2.0,0.2833,0.0,0.6667,,56.0,0.8,4.0,
org.thymeleaf.standard.expression.BooleanTokenExpression,5.0,4.0,0.0,10.0,14.0,8.0,4.0,8.0,25.0,47.0,0.0,0.3333,0.0,0.0,,8.0,1.0,1.0,
org.thymeleaf.standard.expression.ComplexExpression,2.0,2.0,5.0,24.0,26.0,1.0,2.0,21.0,62.0,173.0,0.0,0.5,0.0,0.5,,85.0,2.0,1.0,
org.thymeleaf.standard.expression.ConditionalExpression,8.0,3.0,0.0,14.0,30.0,12.0,7.0,17.0,124.0,306.0,3.0,0.2245,1.0,0.0,,36.25,0.8214,2.0,
org.thymeleaf.standard.expression.DefaultExpression,7.0,3.0,0.0,12.0,29.0,9.0,6.0,15.0,83.0,201.0,2.0,0.2381,1.0,0.0,,26.8571,0.8056,1.0,
org.thymeleaf.standard.expression.DivisionExpression,4.0,5.0,0.0,11.0,24.0,4.0,3.0,15.0,40.0,95.0,0.0,0.4,2.0,0.0,,22.25,1.0,2.0,
org.thymeleaf.standard.expression.Each,7.0,1.0,0.0,6.0,14.0,1.0,7.0,5.0,41.0,81.0,3.0,0.5714,0.0,0.0,,10.0,0.625,1.0,
org.thymeleaf.standard.expression.EachUtils,4.0,1.0,0.0,15.0,28.0,6.0,4.0,14.0,95.0,214.0,0.0,0.3,0.0,0.5,,52.0,1.3333,2.0,
org.thymeleaf.standard.expression.EqualsExpression,4.0,5.0,0.0,11.0,22.0,4.0,3.0,15.0,48.0,142.0,0.0,0.4,2.0,0.0,,34.0,1.0,2.0,
org.thymeleaf.standard.expression.EqualsNotEqualsExpression,5.0,4.0,2.0,6.0,9.0,8.0,4.0,9.0,38.0,131.0,0.0,0.375,0.0,0.5,,23.0,1.0227,0.0,
org.thymeleaf.standard.expression.Expression,7.0,1.0,2.0,28.0,25.0,21.0,7.0,16.0,51.0,98.0,0.0,0.3095,0.0,0.1429,,12.4286,1.1667,1.0,
org.thymeleaf.standard.expression.ExpressionCache,14.0,1.0,0.0,15.0,21.0,91.0,14.0,10.0,68.0,139.0,0.0,0.2619,0.0,0.0714,,8.5714,1.0769,2.0,
org.thymeleaf.standard.expression.ExpressionParsingNode,9.0,1.0,0.0,13.0,15.0,0.0,9.0,5.0,37.0,91.0,1.0,0.4074,0.0,0.0,,8.8889,0.375,0.0,
org.thymeleaf.standard.expression.ExpressionParsingState,11.0,4.0,0.0,18.0,22.0,55.0,11.0,4.0,42.0,119.0,0.0,0.5227,0.0,0.0,,9.7273,1.1,0.0,
org.thymeleaf.standard.expression.ExpressionParsingUtil,14.0,1.0,0.0,33.0,79.0,89.0,13.0,38.0,359.0,897.0,0.0,0.2692,0.0,0.5385,,63.0,0.8462,3.0,
org.thymeleaf.standard.expression.ExpressionSequence,6.0,1.0,0.0,7.0,17.0,0.0,6.0,7.0,34.0,73.0,0.0,0.5833,0.0,0.0,,10.8333,0.6,2.0,
org.thymeleaf.standard.expression.ExpressionSequenceUtils,4.0,1.0,0.0,16.0,28.0,6.0,4.0,16.0,67.0,167.0,0.0,0.3,0.0,0.5,,40.75,2.0,2.0,
org.thymeleaf.standard.expression.Fragment,8.0,1.0,0.0,10.0,16.0,8.0,7.0,10.0,45.0,95.0,2.0,0.3143,0.0,0.1429,,10.375,0.6071,1.0,
org.thymeleaf.standard.expression.FragmentExpression,22.0,3.0,0.0,33.0,94.0,167.0,21.0,36.0,395.0,880.0,4.0,0.1429,1.0,0.2857,,38.4545,0.877,4.0,
org.thymeleaf.standard.expression.FragmentExpression$ExecutedFragmentExpression,12.0,1.0,0.0,5.0,13.0,36.0,,,,76.0,2.0,0.2273,0.0,,,4.8333,0.7727,,
org.thymeleaf.standard.expression.FragmentExpression.ExecutedFragmentExpression,,1.0,0.0,2.0,,67.0,6.0,2.0,35.0,,,,,0.0,,,44.0,0.0,
org.thymeleaf.standard.expression.FragmentSignature,6.0,1.0,0.0,6.0,14.0,0.0,6.0,5.0,35.0,72.0,0.0,0.4444,0.0,0.0,,10.1667,0.84,1.0,
org.thymeleaf.standard.expression.FragmentSignatureUtils,5.0,1.0,0.0,8.0,35.0,10.0,5.0,12.0,113.0,325.0,0.0,0.2286,0.0,0.2,,63.6,1.25,3.0,
org.thymeleaf.standard.expression.GenericTokenExpression,5.0,4.0,0.0,10.0,14.0,8.0,4.0,8.0,32.0,55.0,0.0,0.35,1.0,0.0,,9.6,1.0,2.0,
org.thymeleaf.standard.expression.GreaterLesserExpression,5.0,4.0,4.0,11.0,9.0,8.0,4.0,14.0,46.0,196.0,0.0,0.375,0.0,0.5,,35.4,1.0714,0.0,
org.thymeleaf.standard.expression.GreaterOrEqualToExpression,4.0,5.0,0.0,11.0,26.0,4.0,3.0,15.0,42.0,140.0,0.0,0.4,2.0,0.0,,33.5,1.0,2.0,
org.thymeleaf.standard.expression.GreaterThanExpression,4.0,5.0,0.0,11.0,27.0,4.0,3.0,15.0,49.0,173.0,0.0,0.4,2.0,0.0,,41.75,1.0,2.0,
org.thymeleaf.standard.expression.IStandardConversionService,1.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.expression.IStandardExpression,3.0,1.0,0.0,50.0,3.0,3.0,3.0,3.0,8.0,3.0,0.0,0.6667,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.expression.IStandardExpressionParser,1.0,1.0,0.0,16.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.expression.IStandardVariableExpression,2.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.expression.IStandardVariableExpressionEvaluator,1.0,1.0,0.0,11.0,1.0,0.0,1.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.expression.LessOrEqualToExpression,4.0,5.0,0.0,11.0,27.0,4.0,3.0,15.0,49.0,173.0,0.0,0.4,2.0,0.0,,41.75,1.0,2.0,
org.thymeleaf.standard.expression.LessThanExpression,4.0,5.0,0.0,11.0,27.0,4.0,3.0,15.0,49.0,173.0,0.0,0.4,2.0,0.0,,41.75,1.0,2.0,
org.thymeleaf.standard.expression.LinkExpression,12.0,3.0,0.0,18.0,80.0,46.0,11.0,36.0,257.0,800.0,2.0,0.1818,1.0,0.3636,,65.0,0.8977,6.0,
org.thymeleaf.standard.expression.LiteralSubstitutionUtil,2.0,1.0,0.0,2.0,11.0,1.0,2.0,8.0,116.0,318.0,0.0,0.5,0.0,0.5,,157.5,2.0,4.0,
org.thymeleaf.standard.expression.LiteralValue,3.0,1.0,0.0,18.0,4.0,1.0,3.0,1.0,20.0,27.0,0.0,0.4444,0.0,0.0,,7.3333,0.75,1.0,
org.thymeleaf.standard.expression.MessageExpression,9.0,3.0,0.0,17.0,47.0,16.0,8.0,20.0,144.0,362.0,2.0,0.2143,1.0,0.125,,38.2222,0.8889,5.0,
org.thymeleaf.standard.expression.MinusExpression,6.0,3.0,0.0,15.0,32.0,7.0,5.0,19.0,68.0,163.0,1.0,0.2571,1.0,0.0,,25.3333,0.88,1.0,
org.thymeleaf.standard.expression.MultiplicationDivisionRemainderExpression,5.0,4.0,3.0,10.0,9.0,8.0,4.0,13.0,44.0,157.0,0.0,0.375,0.0,0.25,,28.2,1.0227,0.0,
org.thymeleaf.standard.expression.MultiplicationExpression,4.0,5.0,0.0,11.0,21.0,4.0,3.0,12.0,33.0,82.0,0.0,0.4,2.0,0.0,,19.0,1.0,1.0,
org.thymeleaf.standard.expression.NegationExpression,6.0,3.0,0.0,13.0,29.0,7.0,5.0,17.0,69.0,163.0,1.0,0.2571,1.0,0.0,,25.1667,0.9333,2.0,
org.thymeleaf.standard.expression.NoOpToken,3.0,1.0,0.0,7.0,4.0,3.0,2.0,1.0,10.0,15.0,1.0,1.0,0.0,0.5,,3.3333,1.25,0.0,
org.thymeleaf.standard.expression.NoOpTokenExpression,5.0,4.0,0.0,9.0,12.0,6.0,4.0,9.0,27.0,46.0,1.0,0.3,2.0,0.0,,7.6,0.9167,1.0,
org.thymeleaf.standard.expression.NotEqualsExpression,4.0,5.0,0.0,10.0,22.0,4.0,3.0,15.0,48.0,146.0,0.0,0.4,2.0,0.0,,35.0,1.0,2.0,
org.thymeleaf.standard.expression.NullTokenExpression,5.0,4.0,0.0,8.0,12.0,6.0,4.0,8.0,27.0,42.0,1.0,0.3,2.0,0.0,,6.8,0.9167,1.0,
org.thymeleaf.standard.expression.NumberTokenExpression,6.0,4.0,0.0,12.0,21.0,13.0,5.0,13.0,58.0,102.0,0.0,0.32,2.0,0.0,,15.5,1.0667,3.0,
org.thymeleaf.standard.expression.OGNLContextPropertyAccessor,6.0,1.0,0.0,8.0,25.0,15.0,5.0,11.0,38.0,128.0,0.0,0.65,0.0,0.0,,19.8333,1.1333,1.0,
org.thymeleaf.standard.expression.OGNLExpressionObjectsWrapper,21.0,3.0,0.0,3.0,51.0,148.0,19.0,14.0,111.0,259.0,1.0,0.3,3.0,0.0526,,11.2381,0.725,3.0,
org.thymeleaf.standard.expression.OGNLShortcutExpression,14.0,1.0,0.0,12.0,62.0,87.0,13.0,39.0,212.0,577.0,0.0,0.1868,0.0,0.3846,,39.9286,0.8654,5.0,
org.thymeleaf.standard.expression.OGNLShortcutExpression$OGNLShortcutExpressionNotApplicableException,1.0,4.0,0.0,2.0,2.0,0.0,,,,4.0,0.0,1.0,0.0,,,3.0,2.0,,
org.thymeleaf.standard.expression.OGNLShortcutExpression.OGNLShortcutExpressionNotApplicableException,,1.0,0.0,0.0,,0.0,1.0,0.0,5.0,,,,,0.0,,,7.0,0.0,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator,12.0,1.0,0.0,35.0,64.0,60.0,11.0,35.0,263.0,444.0,1.0,0.2636,0.0,0.7273,,35.5,0.8788,3.0,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator$ComputedOGNLExpression,1.0,1.0,0.0,1.0,2.0,0.0,,,,12.0,0.0,1.0,0.0,,,9.0,2.0,,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator$ThymeleafACLClassResolver,2.0,1.0,0.0,5.0,8.0,0.0,,,,32.0,0.0,0.6667,0.0,,,14.5,0.0,,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator$ThymeleafACLMemberAccess,2.0,2.0,0.0,4.0,10.0,1.0,,,,41.0,0.0,0.6,0.0,,,19.5,2.0,,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator$ThymeleafDefaultClassResolver,3.0,1.0,0.0,2.0,8.0,1.0,,,,42.0,0.0,0.6667,0.0,,,12.6667,0.5,,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator.ComputedOGNLExpression,,1.0,0.0,0.0,,0.0,1.0,0.0,9.0,,,,,0.0,,,13.0,0.0,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator.ThymeleafACLClassResolver,,1.0,0.0,8.0,,0.0,2.0,8.0,16.0,,,,,0.0,,,21.0,1.0,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator.ThymeleafACLMemberAccess,,2.0,0.0,8.0,,0.0,2.0,8.0,21.0,,,,,0.0,,,23.0,2.0,
org.thymeleaf.standard.expression.OGNLVariableExpressionEvaluator.ThymeleafDefaultClassResolver,,1.0,0.0,5.0,,67.0,3.0,5.0,22.0,,,,,0.3333,,,27.0,1.0,
org.thymeleaf.standard.expression.OrExpression,7.0,4.0,0.0,13.0,21.0,17.0,6.0,17.0,53.0,143.0,0.0,0.2381,2.0,0.0,,18.2857,0.9167,1.0,
org.thymeleaf.standard.expression.RemainderExpression,4.0,5.0,0.0,11.0,21.0,4.0,3.0,12.0,33.0,82.0,0.0,0.4,2.0,0.0,,19.0,1.0,1.0,
org.thymeleaf.standard.expression.SelectionVariableExpression,11.0,3.0,0.0,12.0,33.0,35.0,10.0,15.0,82.0,186.0,0.0,0.2125,1.0,0.0,,15.2727,0.8,1.0,
org.thymeleaf.standard.expression.SimpleExpression,2.0,2.0,7.0,19.0,20.0,1.0,2.0,16.0,46.0,121.0,0.0,0.5,0.0,0.5,,58.0,2.0,1.0,
org.thymeleaf.standard.expression.StandardConversionService,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,,3.0,2.0,0.0,
org.thymeleaf.standard.expression.StandardExpressionExecutionContext,8.0,1.0,0.0,41.0,9.0,14.0,7.0,0.0,73.0,156.0,6.0,0.5714,0.0,0.1429,,17.25,0.6,1.0,
org.thymeleaf.standard.expression.StandardExpressionObjectFactory,5.0,1.0,0.0,21.0,32.0,6.0,4.0,26.0,175.0,438.0,8.0,0.5833,0.0,0.0,,79.4,1.125,3.0,
org.thymeleaf.standard.expression.StandardExpressionParser,9.0,1.0,0.0,18.0,24.0,36.0,8.0,18.0,60.0,117.0,0.0,0.5333,0.0,0.0,,12.0,2.0,1.0,
org.thymeleaf.standard.expression.StandardExpressionPreprocessor,4.0,1.0,0.0,10.0,28.0,4.0,3.0,11.0,88.0,251.0,0.0,0.4444,0.0,0.6667,,61.0,1.1111,3.0,
org.thymeleaf.standard.expression.StandardExpressions,4.0,1.0,0.0,20.0,12.0,6.0,4.0,8.0,50.0,106.0,0.0,0.5,0.0,0.25,,24.75,1.3333,1.0,
org.thymeleaf.standard.expression.SubtractionExpression,4.0,5.0,0.0,11.0,21.0,4.0,3.0,12.0,33.0,82.0,0.0,0.4,2.0,0.0,,19.0,1.0,1.0,
org.thymeleaf.standard.expression.TextLiteralExpression,10.0,3.0,0.0,14.0,29.0,37.0,9.0,11.0,118.0,310.0,1.0,0.2407,1.0,0.2222,,29.5,0.9556,4.0,
org.thymeleaf.standard.expression.Token,5.0,3.0,5.0,13.0,9.0,4.0,5.0,2.0,129.0,323.0,0.0,0.35,1.0,0.2,,63.2,0.75,4.0,
org.thymeleaf.standard.expression.Token$TokenParsingTracer,2.0,1.0,0.0,1.0,9.0,1.0,,,,41.0,0.0,0.5,0.0,,,19.0,2.0,,
org.thymeleaf.standard.expression.Token.TokenParsingTracer,,1.0,0.0,3.0,,0.0,2.0,3.0,18.0,,,,,0.5,,,27.0,2.0,
org.thymeleaf.standard.expression.VariableExpression,11.0,3.0,0.0,14.0,33.0,35.0,10.0,15.0,83.0,190.0,1.0,0.2125,1.0,0.0,,15.5455,0.7875,1.0,
org.thymeleaf.standard.inline.AbstractStandardInliner,14.0,1.0,5.0,25.0,66.0,49.0,14.0,26.0,251.0,740.0,1.0,0.2009,0.0,0.7143,,51.7143,0.6923,3.0,
org.thymeleaf.standard.inline.IInlinePreProcessorHandler,12.0,1.0,0.0,5.0,12.0,66.0,12.0,0.0,57.0,12.0,0.0,0.7917,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.standard.inline.OutputExpressionInlinePreProcessorHandler,24.0,1.0,0.0,13.0,62.0,60.0,24.0,18.0,351.0,1043.0,2.0,0.2875,0.0,0.4583,,41.9583,0.8043,3.0,
org.thymeleaf.standard.inline.OutputExpressionInlinePreProcessorHandler$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,49.0,0.0,0.0,0.0,,,47.0,2.0,,
org.thymeleaf.standard.inline.StandardCSSInliner,2.0,2.0,0.0,9.0,8.0,0.0,2.0,8.0,13.0,34.0,1.0,0.6667,1.0,0.5,,15.5,0.0,0.0,
org.thymeleaf.standard.inline.StandardHTMLInliner,2.0,2.0,0.0,6.0,5.0,1.0,2.0,5.0,12.0,15.0,0.0,0.6667,1.0,0.5,,6.5,2.0,1.0,
org.thymeleaf.standard.inline.StandardInlineMode,6.0,2.0,0.0,12.0,17.0,7.0,3.0,5.0,28.0,156.0,7.0,0.3333,1.0,0.0,,23.6667,0.675,1.0,
org.thymeleaf.standard.inline.StandardJavaScriptInliner,2.0,2.0,0.0,9.0,8.0,0.0,2.0,8.0,13.0,34.0,1.0,0.6667,1.0,0.5,,15.5,0.0,0.0,
org.thymeleaf.standard.inline.StandardTextInliner,2.0,2.0,0.0,8.0,5.0,1.0,2.0,5.0,12.0,15.0,0.0,0.6667,1.0,0.5,,6.5,2.0,1.0,
org.thymeleaf.standard.inline.StandardXMLInliner,2.0,2.0,0.0,6.0,5.0,1.0,2.0,5.0,12.0,15.0,0.0,0.6667,1.0,0.5,,6.5,2.0,1.0,
org.thymeleaf.standard.processor.AbstractStandardAssertionTagProcessor,2.0,4.0,1.0,15.0,17.0,1.0,2.0,16.0,28.0,61.0,0.0,0.625,1.0,1.0,,29.5,2.0,2.0,
org.thymeleaf.standard.processor.AbstractStandardAttributeModifierTagProcessor,8.0,5.0,10.0,23.0,20.0,8.0,8.0,13.0,77.0,145.0,1.0,0.4271,1.0,0.875,,16.75,0.3333,1.0,
org.thymeleaf.standard.processor.AbstractStandardConditionalVisibilityTagProcessor,3.0,4.0,3.0,9.0,5.0,3.0,3.0,7.0,22.0,26.0,0.0,0.625,1.0,1.0,,7.6667,2.0,1.0,
org.thymeleaf.standard.processor.AbstractStandardDoubleAttributeModifierTagProcessor,3.0,5.0,2.0,14.0,13.0,0.0,3.0,12.0,43.0,96.0,2.0,0.4242,1.0,0.6667,,29.3333,0.3,1.0,
org.thymeleaf.standard.processor.AbstractStandardExpressionAttributeTagProcessor,5.0,4.0,7.0,21.0,11.0,8.0,5.0,13.0,63.0,102.0,1.0,0.5273,1.0,1.0,,19.0,0.25,2.0,
org.thymeleaf.standard.processor.AbstractStandardFragmentInsertionTagProcessor,6.0,4.0,3.0,38.0,84.0,11.0,5.0,41.0,244.0,694.0,0.0,0.4444,1.0,0.6,,113.8333,0.84,4.0,
org.thymeleaf.standard.processor.AbstractStandardMultipleAttributeModifierTagProcessor,3.0,4.0,3.0,23.0,28.0,1.0,3.0,21.0,88.0,254.0,1.0,0.5667,1.0,1.0,,83.0,0.0,5.0,
org.thymeleaf.standard.processor.AbstractStandardMultipleAttributeModifierTagProcessor$ModificationType,5.0,2.0,0.0,5.0,8.0,6.0,,,,81.0,6.0,0.3333,1.0,,,14.0,0.75,,
org.thymeleaf.standard.processor.AbstractStandardMultipleAttributeModifierTagProcessor.ModificationType,,1.0,0.0,1.0,,,2.0,1.0,1.0,,,,,0.0,,,1.0,0.0,
org.thymeleaf.standard.processor.AbstractStandardTargetSelectionTagProcessor,4.0,4.0,1.0,12.0,18.0,6.0,4.0,13.0,39.0,74.0,0.0,0.6111,1.0,1.0,,17.5,2.0,2.0,
org.thymeleaf.standard.processor.AbstractStandardTextInlineSettingTagProcessor,3.0,4.0,3.0,11.0,6.0,3.0,3.0,9.0,16.0,24.0,0.0,0.4815,1.0,1.0,,7.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardActionTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardAltTitleTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,9.0,15.0,0.0,1.0,0.0,0.0,,10.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardAssertTagProcessor,1.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,10.0,0.0,1.0,0.0,0.0,,7.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardAttrTagProcessor,1.0,5.0,0.0,4.0,2.0,0.0,1.0,3.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardAttrappendTagProcessor,1.0,5.0,0.0,4.0,2.0,0.0,1.0,3.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardAttrprependTagProcessor,1.0,5.0,0.0,4.0,2.0,0.0,1.0,3.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardBlockTagProcessor,2.0,3.0,0.0,6.0,4.0,1.0,2.0,6.0,13.0,21.0,0.0,0.5833,1.0,0.5,,8.5,2.0,0.0,
org.thymeleaf.standard.processor.StandardCaseTagProcessor,2.0,5.0,0.0,20.0,29.0,0.0,2.0,23.0,46.0,161.0,0.0,0.6667,2.0,0.5,,77.5,1.5,2.0,
org.thymeleaf.standard.processor.StandardClassappendTagProcessor,4.0,5.0,0.0,13.0,19.0,0.0,3.0,12.0,36.0,79.0,2.0,0.4583,1.0,0.3333,,17.5,1.0,3.0,
org.thymeleaf.standard.processor.StandardConditionalCommentProcessor,2.0,3.0,0.0,13.0,24.0,1.0,2.0,14.0,35.0,84.0,0.0,0.625,1.0,0.5,,40.5,2.0,1.0,
org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor,4.0,5.0,0.0,14.0,11.0,0.0,3.0,12.0,37.0,152.0,2.0,0.4583,1.0,0.3333,,35.75,0.7333,1.0,
org.thymeleaf.standard.processor.StandardDOMEventAttributeTagProcessor,5.0,4.0,0.0,25.0,26.0,4.0,4.0,24.0,141.0,423.0,1.0,0.5313,1.0,0.5,,82.8,0.75,2.0,
org.thymeleaf.standard.processor.StandardDefaultAttributesTagProcessor,5.0,2.0,0.0,25.0,46.0,6.0,5.0,25.0,91.0,220.0,1.0,0.4,0.0,0.2,,42.4,0.9167,3.0,
org.thymeleaf.standard.processor.StandardEachTagProcessor,2.0,4.0,0.0,13.0,16.0,1.0,2.0,12.0,37.0,101.0,0.0,0.6429,1.0,0.5,,48.5,2.0,1.0,
org.thymeleaf.standard.processor.StandardFragmentTagProcessor,2.0,3.0,0.0,8.0,6.0,1.0,2.0,8.0,15.0,22.0,0.0,0.5833,1.0,0.5,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardHrefTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardIfTagProcessor,2.0,5.0,0.0,12.0,8.0,1.0,2.0,11.0,18.0,27.0,0.0,0.6667,1.0,0.5,,11.5,2.0,0.0,
org.thymeleaf.standard.processor.StandardIncludeTagProcessor,3.0,5.0,0.0,15.0,19.0,1.0,2.0,19.0,27.0,78.0,0.0,0.6429,1.0,0.5,,24.0,1.1667,1.0,
org.thymeleaf.standard.processor.StandardInlineEnablementTemplateBoundariesProcessor,3.0,3.0,0.0,16.0,18.0,3.0,3.0,13.0,39.0,76.0,0.0,0.5556,1.0,0.0,,24.0,1.5,1.0,
org.thymeleaf.standard.processor.StandardInlineEnablementTemplateBoundariesProcessor$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,49.0,0.0,0.0,0.0,,,47.0,2.0,,
org.thymeleaf.standard.processor.StandardInlineHTMLTagProcessor,2.0,5.0,0.0,14.0,15.0,1.0,2.0,13.0,29.0,81.0,0.0,0.625,1.0,0.5,,38.5,2.0,1.0,
org.thymeleaf.standard.processor.StandardInlineHTMLTagProcessor$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,42.0,0.0,0.0,0.0,,,40.0,2.0,,
org.thymeleaf.standard.processor.StandardInlineTextualTagProcessor,2.0,5.0,0.0,14.0,16.0,1.0,2.0,13.0,35.0,80.0,0.0,0.6,1.0,0.5,,38.0,2.0,2.0,
org.thymeleaf.standard.processor.StandardInlineTextualTagProcessor$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,35.0,0.0,0.0,0.0,,,33.0,2.0,,
org.thymeleaf.standard.processor.StandardInlineXMLTagProcessor,2.0,5.0,0.0,12.0,13.0,1.0,2.0,11.0,24.0,61.0,0.0,0.625,1.0,0.5,,28.5,2.0,1.0,
org.thymeleaf.standard.processor.StandardInlineXMLTagProcessor$1,1.0,1.0,0.0,2.0,3.0,0.0,,,,28.0,0.0,0.0,0.0,,,26.0,2.0,,
org.thymeleaf.standard.processor.StandardInliningCDATASectionProcessor,2.0,3.0,0.0,8.0,6.0,1.0,2.0,8.0,19.0,31.0,0.0,0.6,1.0,0.5,,14.0,2.0,1.0,
org.thymeleaf.standard.processor.StandardInliningCommentProcessor,2.0,3.0,0.0,8.0,6.0,1.0,2.0,8.0,19.0,31.0,0.0,0.6,1.0,0.5,,14.0,2.0,1.0,
org.thymeleaf.standard.processor.StandardInliningTextProcessor,2.0,3.0,0.0,9.0,7.0,1.0,2.0,9.0,22.0,35.0,0.0,0.6,1.0,0.5,,16.0,2.0,1.0,
org.thymeleaf.standard.processor.StandardInsertTagProcessor,1.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,11.0,0.0,1.0,0.0,0.0,,8.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardLangXmlLangTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,9.0,15.0,0.0,1.0,0.0,0.0,,10.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardMethodTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardNonRemovableAttributeTagProcessor,2.0,6.0,0.0,3.0,3.0,1.0,1.0,2.0,11.0,25.0,0.0,1.0,0.0,0.0,,10.5,1.5,0.0,
org.thymeleaf.standard.processor.StandardObjectTagProcessor,1.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,10.0,0.0,1.0,0.0,0.0,,7.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardRefAttributeTagProcessor,2.0,4.0,0.0,7.0,3.0,1.0,2.0,7.0,14.0,16.0,0.0,0.6429,1.0,0.5,,6.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardRemovableAttributeTagProcessor,2.0,6.0,0.0,3.0,3.0,1.0,1.0,2.0,106.0,409.0,0.0,1.0,0.0,0.0,,202.5,1.5,0.0,
org.thymeleaf.standard.processor.StandardRemoveTagProcessor,2.0,5.0,0.0,8.0,14.0,1.0,2.0,8.0,37.0,79.0,0.0,0.625,1.0,0.5,,34.5,2.0,2.0,
org.thymeleaf.standard.processor.StandardReplaceTagProcessor,1.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,11.0,0.0,1.0,0.0,0.0,,8.0,2.0,0.0,
org.thymeleaf.standard.processor.StandardSrcTagProcessor,1.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,7.0,12.0,0.0,1.0,0.0,0.0,,9.0,2.0,0.0,
